sensor_id,zone_id,timestamp,displacement_mm_day,vibration,pore_pressure,strain,rainfall_mm,risk_level
SNS-zone_12-01,zone_12,2025-12-02T00:00:00Z,120.5,0.437,89.44,1020.01,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-02T00:00:00Z,4.58,0.021,30.37,101.94,0.0,safe
SNS-zone_14-01,zone_14,2025-12-02T00:00:00Z,3.32,0.021,32.97,99.25,0.0,safe
SNS-zone_15-01,zone_15,2025-12-02T00:00:00Z,4.96,0.025,34.45,105.3,0.0,safe
SNS-zone_16-01,zone_16,2025-12-02T00:00:00Z,2.55,0.016,37.95,101.03,0.0,safe
SNS-zone_01-01,zone_01,2025-12-03T00:00:00Z,3.42,0.019,34.16,106.98,0.0,safe
SNS-zone_02-01,zone_02,2025-12-03T00:00:00Z,2.51,0.018,34.25,96.51,0.0,safe
SNS-zone_03-01,zone_03,2025-12-03T00:00:00Z,7.57,0.023,42.08,120.92,0.0,safe
SNS-zone_04-01,zone_04,2025-12-03T00:00:00Z,6.21,0.025,33.84,114.94,0.0,safe
SNS-zone_05-01,zone_05,2025-12-03T00:00:00Z,3.35,0.017,31.46,99.84,0.0,safe
SNS-zone_06-01,zone_06,2025-12-03T00:00:00Z,56.11,0.187,69.28,469.42,0.0,warning
SNS-zone_07-01,zone_07,2025-12-03T00:00:00Z,56.33,0.195,65.89,453.74,0.0,warning
SNS-zone_08-01,zone_08,2025-12-03T00:00:00Z,53.74,0.195,65.31,479.63,0.0,warning
SNS-zone_09-01,zone_09,2025-12-03T00:00:00Z,4.55,0.014,32.34,99.3,0.0,safe
SNS-zone_10-01,zone_10,2025-12-03T00:00:00Z,53.83,0.182,65.53,505.0,0.0,warning
SNS-zone_11-01,zone_11,2025-12-03T00:00:00Z,120.5,0.438,93.48,1024.42,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-03T00:00:00Z,120.5,0.454,91.18,999.42,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-03T00:00:00Z,4.59,0.027,30.43,96.06,0.0,safe
SNS-zone_14-01,zone_14,2025-12-03T00:00:00Z,3.99,0.02,32.57,97.68,0.0,safe
SNS-zone_15-01,zone_15,2025-12-03T00:00:00Z,4.08,0.02,37.56,104.86,0.0,safe
SNS-zone_16-01,zone_16,2025-12-03T00:00:00Z,4.03,0.019,40.31,107.05,0.0,safe
SNS-zone_01-01,zone_01,2025-12-04T00:00:00Z,4.07,0.026,35.17,111.69,0.0,safe
SNS-zone_02-01,zone_02,2025-12-04T00:00:00Z,3.19,0.015,34.59,105.78,0.0,safe
SNS-zone_03-01,zone_03,2025-12-04T00:00:00Z,6.53,0.019,41.56,120.34,0.0,safe
SNS-zone_04-01,zone_04,2025-12-04T00:00:00Z,5.86,0.027,33.7,112.13,0.0,safe
SNS-zone_05-01,zone_05,2025-12-04T00:00:00Z,4.13,0.02,30.33,95.23,0.0,safe
SNS-zone_06-01,zone_06,2025-12-04T00:00:00Z,52.61,0.19,67.87,454.02,0.0,warning
SNS-zone_07-01,zone_07,2025-12-04T00:00:00Z,56.07,0.175,63.73,459.59,0.0,warning
SNS-zone_08-01,zone_08,2025-12-04T00:00:00Z,52.22,0.18,63.52,475.52,0.0,warning
SNS-zone_09-01,zone_09,2025-12-04T00:00:00Z,5.0,0.024,33.06,98.91,0.0,safe
SNS-zone_10-01,zone_10,2025-12-04T00:00:00Z,52.67,0.182,67.86,479.3,0.0,warning
SNS-zone_11-01,zone_11,2025-12-04T00:00:00Z,120.5,0.438,91.43,1009.9,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-04T00:00:00Z,120.5,0.443,90.29,1027.92,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-04T00:00:00Z,5.18,0.025,27.82,97.85,0.0,safe
SNS-zone_14-01,zone_14,2025-12-04T00:00:00Z,3.42,0.021,32.78,96.55,0.0,safe
SNS-zone_15-01,zone_15,2025-12-04T00:00:00Z,2.69,0.019,35.55,106.76,0.0,safe
SNS-zone_16-01,zone_16,2025-12-04T00:00:00Z,4.83,0.016,38.12,105.39,0.0,safe
SNS-zone_01-01,zone_01,2025-12-05T00:00:00Z,4.79,0.026,33.45,105.87,0.0,safe
SNS-zone_02-01,zone_02,2025-12-05T00:00:00Z,4.35,0.027,35.56,101.98,0.0,safe
SNS-zone_03-01,zone_03,2025-12-05T00:00:00Z,6.59,0.028,42.34,118.62,0.0,safe
SNS-zone_04-01,zone_04,2025-12-05T00:00:00Z,5.64,0.016,34.08,106.02,0.0,safe
SNS-zone_05-01,zone_05,2025-12-05T00:00:00Z,3.39,0.025,32.3,103.35,0.0,safe
SNS-zone_06-01,zone_06,2025-12-05T00:00:00Z,56.94,0.175,68.46,450.16,0.0,warning
SNS-zone_07-01,zone_07,2025-12-05T00:00:00Z,53.99,0.177,65.47,454.03,0.0,warning
SNS-zone_08-01,zone_08,2025-12-05T00:00:00Z,55.04,0.194,66.16,485.38,0.0,warning
SNS-zone_09-01,zone_09,2025-12-05T00:00:00Z,4.01,0.02,34.21,98.98,0.0,safe
SNS-zone_10-01,zone_10,2025-12-05T00:00:00Z,54.39,0.182,63.89,481.73,0.0,warning
SNS-zone_11-01,zone_11,2025-12-05T00:00:00Z,120.5,0.455,95.34,1013.5,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-05T00:00:00Z,120.5,0.457,93.88,1019.98,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-05T00:00:00Z,4.29,0.023,30.72,101.29,0.0,safe
SNS-zone_14-01,zone_14,2025-12-05T00:00:00Z,3.67,0.017,33.32,101.5,0.0,safe
SNS-zone_15-01,zone_15,2025-12-05T00:00:00Z,2.36,0.021,34.27,89.04,0.0,safe
SNS-zone_16-01,zone_16,2025-12-05T00:00:00Z,4.47,0.023,40.35,103.21,0.0,safe
SNS-zone_01-01,zone_01,2025-12-06T00:00:00Z,4.56,0.013,32.59,106.03,0.0,safe
SNS-zone_02-01,zone_02,2025-12-06T00:00:00Z,4.74,0.018,32.97,106.65,0.0,safe
SNS-zone_03-01,zone_03,2025-12-06T00:00:00Z,6.12,0.025,42.68,121.83,0.0,safe
SNS-zone_04-01,zone_04,2025-12-06T00:00:00Z,6.47,0.022,34.73,115.17,0.0,safe
SNS-zone_05-01,zone_05,2025-12-06T00:00:00Z,2.84,0.016,29.49,95.47,0.0,safe
SNS-zone_06-01,zone_06,2025-12-06T00:00:00Z,54.45,0.18,69.38,466.44,0.0,warning
SNS-zone_07-01,zone_07,2025-12-06T00:00:00Z,56.11,0.189,64.36,453.25,0.0,warning
SNS-zone_08-01,zone_08,2025-12-06T00:00:00Z,53.89,0.185,64.22,491.6,0.0,warning
SNS-zone_09-01,zone_09,2025-12-06T00:00:00Z,3.52,0.012,31.53,99.86,0.0,safe
SNS-zone_10-01,zone_10,2025-12-06T00:00:00Z,55.58,0.191,68.86,498.1,0.0,warning
SNS-zone_11-01,zone_11,2025-12-06T00:00:00Z,120.5,0.455,94.75,1011.79,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-06T00:00:00Z,120.5,0.457,89.6,1009.36,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-06T00:00:00Z,4.84,0.02,29.88,95.14,0.0,safe
SNS-zone_14-01,zone_14,2025-12-06T00:00:00Z,3.23,0.013,34.78,100.27,0.0,safe
SNS-zone_15-01,zone_15,2025-12-06T00:00:00Z,3.64,0.017,34.92,104.11,0.0,safe
SNS-zone_16-01,zone_16,2025-12-06T00:00:00Z,3.71,0.021,38.47,106.97,0.0,safe
SNS-zone_01-01,zone_01,2025-12-07T00:00:00Z,2.38,0.02,32.33,95.19,0.0,safe
SNS-zone_02-01,zone_02,2025-12-07T00:00:00Z,3.81,0.02,36.07,104.97,0.0,safe
SNS-zone_03-01,zone_03,2025-12-07T00:00:00Z,6.03,0.026,40.24,109.76,0.0,safe
SNS-zone_04-01,zone_04,2025-12-07T00:00:00Z,5.62,0.022,35.62,115.61,0.0,safe
SNS-zone_05-01,zone_05,2025-12-07T00:00:00Z,4.04,0.015,32.71,97.45,0.0,safe
SNS-zone_06-01,zone_06,2025-12-07T00:00:00Z,53.73,0.169,66.28,437.08,0.0,warning
SNS-zone_07-01,zone_07,2025-12-07T00:00:00Z,56.55,0.179,64.51,450.18,0.0,warning
SNS-zone_08-01,zone_08,2025-12-07T00:00:00Z,55.28,0.182,64.0,477.94,0.0,warning
SNS-zone_09-01,zone_09,2025-12-07T00:00:00Z,4.02,0.021,30.46,98.07,0.0,safe
SNS-zone_10-01,zone_10,2025-12-07T00:00:00Z,54.89,0.186,66.62,486.34,0.0,warning
SNS-zone_11-01,zone_11,2025-12-07T00:00:00Z,120.5,0.441,91.24,1028.86,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-07T00:00:00Z,120.5,0.466,94.08,1037.95,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-07T00:00:00Z,4.8,0.019,31.28,102.78,0.0,safe
SNS-zone_14-01,zone_14,2025-12-07T00:00:00Z,2.66,0.021,33.01,100.69,0.0,safe
SNS-zone_15-01,zone_15,2025-12-07T00:00:00Z,4.08,0.013,36.31,104.41,0.0,safe
SNS-zone_16-01,zone_16,2025-12-07T00:00:00Z,3.97,0.021,39.9,106.71,0.0,safe
SNS-zone_01-01,zone_01,2025-12-08T00:00:00Z,4.07,0.014,35.55,110.38,0.0,safe
SNS-zone_02-01,zone_02,2025-12-08T00:00:00Z,4.65,0.013,34.24,107.01,0.0,safe
SNS-zone_03-01,zone_03,2025-12-08T00:00:00Z,7.21,0.023,39.4,118.99,0.0,safe
SNS-zone_04-01,zone_04,2025-12-08T00:00:00Z,6.48,0.024,33.2,112.68,0.0,safe
SNS-zone_05-01,zone_05,2025-12-08T00:00:00Z,3.55,0.023,31.77,98.64,0.0,safe
SNS-zone_06-01,zone_06,2025-12-08T00:00:00Z,55.35,0.168,69.59,461.91,0.0,warning
SNS-zone_07-01,zone_07,2025-12-08T00:00:00Z,53.37,0.185,67.65,462.98,0.0,warning
SNS-zone_08-01,zone_08,2025-12-08T00:00:00Z,54.72,0.187,64.0,494.88,0.0,warning
SNS-zone_09-01,zone_09,2025-12-08T00:00:00Z,4.09,0.016,34.44,105.1,0.0,safe
SNS-zone_10-01,zone_10,2025-12-08T00:00:00Z,56.7,0.194,67.59,494.15,0.0,warning
SNS-zone_11-01,zone_11,2025-12-08T00:00:00Z,120.5,0.46,93.09,1004.92,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-08T00:00:00Z,120.5,0.438,93.18,1010.58,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-08T00:00:00Z,3.47,0.018,31.35,104.82,0.0,safe
SNS-zone_14-01,zone_14,2025-12-08T00:00:00Z,4.03,0.016,34.37,98.96,0.0,safe
SNS-zone_15-01,zone_15,2025-12-08T00:00:00Z,4.49,0.025,34.67,101.18,0.0,safe
SNS-zone_16-01,zone_16,2025-12-08T00:00:00Z,5.45,0.017,39.22,113.57,0.0,safe
SNS-zone_01-01,zone_01,2025-12-09T00:00:00Z,3.96,0.019,31.7,100.92,0.0,safe
SNS-zone_02-01,zone_02,2025-12-09T00:00:00Z,2.67,0.022,35.96,105.11,0.0,safe
SNS-zone_03-01,zone_03,2025-12-09T00:00:00Z,5.78,0.012,40.52,123.74,0.0,safe
SNS-zone_04-01,zone_04,2025-12-09T00:00:00Z,5.98,0.027,34.02,120.32,0.0,safe
SNS-zone_05-01,zone_05,2025-12-09T00:00:00Z,3.97,0.022,29.88,97.33,0.0,safe
SNS-zone_06-01,zone_06,2025-12-09T00:00:00Z,52.2,0.171,67.19,455.29,0.0,warning
SNS-zone_07-01,zone_07,2025-12-09T00:00:00Z,51.31,0.175,64.63,439.4,0.0,warning
SNS-zone_08-01,zone_08,2025-12-09T00:00:00Z,55.02,0.189,65.53,496.27,0.0,warning
SNS-zone_09-01,zone_09,2025-12-09T00:00:00Z,3.58,0.019,33.11,100.31,0.0,safe
SNS-zone_10-01,zone_10,2025-12-09T00:00:00Z,55.06,0.184,65.16,483.62,0.0,warning
SNS-zone_11-01,zone_11,2025-12-09T00:00:00Z,120.5,0.439,93.79,1022.35,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-09T00:00:00Z,120.5,0.435,93.43,1026.5,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-09T00:00:00Z,3.05,0.019,28.43,93.76,0.0,safe
SNS-zone_14-01,zone_14,2025-12-09T00:00:00Z,5.15,0.019,35.27,106.65,0.0,safe
SNS-zone_15-01,zone_15,2025-12-09T00:00:00Z,4.53,0.023,38.47,114.16,0.0,safe
SNS-zone_16-01,zone_16,2025-12-09T00:00:00Z,4.04,0.025,38.79,112.57,0.0,safe
SNS-zone_01-01,zone_01,2025-12-10T00:00:00Z,3.93,0.022,31.27,93.61,0.0,safe
SNS-zone_02-01,zone_02,2025-12-10T00:00:00Z,3.68,0.018,33.09,95.79,0.0,safe
SNS-zone_03-01,zone_03,2025-12-10T00:00:00Z,6.28,0.018,42.81,117.23,0.0,safe
SNS-zone_04-01,zone_04,2025-12-10T00:00:00Z,6.09,0.024,34.79,116.02,0.0,safe
SNS-zone_05-01,zone_05,2025-12-10T00:00:00Z,3.83,0.018,31.17,98.73,0.0,safe
SNS-zone_06-01,zone_06,2025-12-10T00:00:00Z,54.07,0.191,65.88,444.74,0.0,warning
SNS-zone_07-01,zone_07,2025-12-10T00:00:00Z,56.41,0.19,67.01,453.2,0.0,warning
SNS-zone_08-01,zone_08,2025-12-10T00:00:00Z,54.99,0.189,64.02,477.95,0.0,warning
SNS-zone_09-01,zone_09,2025-12-10T00:00:00Z,2.96,0.017,33.43,89.74,0.0,safe
SNS-zone_10-01,zone_10,2025-12-10T00:00:00Z,55.15,0.174,67.92,492.64,0.0,warning
SNS-zone_11-01,zone_11,2025-12-10T00:00:00Z,120.5,0.452,95.13,1017.16,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-10T00:00:00Z,120.5,0.462,93.11,1033.81,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-10T00:00:00Z,3.17,0.014,32.64,98.68,0.0,safe
SNS-zone_14-01,zone_14,2025-12-10T00:00:00Z,3.45,0.024,35.07,102.77,0.0,safe
SNS-zone_15-01,zone_15,2025-12-10T00:00:00Z,4.16,0.017,35.02,111.56,0.0,safe
SNS-zone_16-01,zone_16,2025-12-10T00:00:00Z,3.26,0.02,38.88,101.34,0.0,safe
SNS-zone_01-01,zone_01,2025-12-11T00:00:00Z,3.25,0.014,34.19,98.35,0.0,safe
SNS-zone_02-01,zone_02,2025-12-11T00:00:00Z,4.63,0.026,34.03,108.78,0.0,safe
SNS-zone_03-01,zone_03,2025-12-11T00:00:00Z,5.25,0.026,43.29,115.45,0.0,safe
SNS-zone_04-01,zone_04,2025-12-11T00:00:00Z,5.76,0.01,33.96,109.83,0.0,safe
SNS-zone_05-01,zone_05,2025-12-11T00:00:00Z,4.21,0.016,28.69,104.23,0.0,safe
SNS-zone_06-01,zone_06,2025-12-11T00:00:00Z,51.92,0.175,66.51,426.86,0.0,warning
SNS-zone_07-01,zone_07,2025-12-11T00:00:00Z,55.63,0.166,66.28,459.25,0.0,warning
SNS-zone_08-01,zone_08,2025-12-11T00:00:00Z,54.25,0.174,63.92,491.95,0.0,warning
SNS-zone_09-01,zone_09,2025-12-11T00:00:00Z,4.13,0.021,32.75,105.86,0.0,safe
SNS-zone_10-01,zone_10,2025-12-11T00:00:00Z,54.64,0.185,64.95,479.16,0.0,warning
SNS-zone_11-01,zone_11,2025-12-11T00:00:00Z,120.5,0.468,92.52,998.52,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-11T00:00:00Z,120.5,0.434,94.64,1022.27,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-11T00:00:00Z,5.35,0.023,29.68,95.95,0.0,safe
SNS-zone_14-01,zone_14,2025-12-11T00:00:00Z,4.67,0.02,32.42,103.95,0.0,safe
SNS-zone_15-01,zone_15,2025-12-11T00:00:00Z,3.1,0.014,34.41,99.41,0.0,safe
SNS-zone_16-01,zone_16,2025-12-11T00:00:00Z,4.43,0.017,42.12,105.6,0.0,safe
SNS-zone_01-01,zone_01,2025-12-12T00:00:00Z,4.77,0.022,33.67,99.54,0.0,safe
SNS-zone_02-01,zone_02,2025-12-12T00:00:00Z,3.84,0.016,33.72,94.56,0.0,safe
SNS-zone_03-01,zone_03,2025-12-12T00:00:00Z,5.25,0.017,41.68,119.01,0.0,safe
SNS-zone_04-01,zone_04,2025-12-12T00:00:00Z,5.61,0.022,34.18,116.41,0.0,safe
SNS-zone_05-01,zone_05,2025-12-12T00:00:00Z,3.31,0.02,29.53,98.32,0.0,safe
SNS-zone_06-01,zone_06,2025-12-12T00:00:00Z,51.88,0.18,66.82,453.88,0.0,warning
SNS-zone_07-01,zone_07,2025-12-12T00:00:00Z,52.29,0.184,64.62,440.94,0.0,warning
SNS-zone_08-01,zone_08,2025-12-12T00:00:00Z,56.55,0.188,63.23,492.0,0.0,warning
SNS-zone_09-01,zone_09,2025-12-12T00:00:00Z,2.14,0.021,31.52,93.86,0.0,safe
SNS-zone_10-01,zone_10,2025-12-12T00:00:00Z,55.12,0.178,64.73,488.0,0.0,warning
SNS-zone_11-01,zone_11,2025-12-12T00:00:00Z,120.5,0.448,93.69,1029.34,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-12T00:00:00Z,120.5,0.449,88.42,996.35,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-12T00:00:00Z,3.98,0.015,30.75,100.46,0.0,safe
SNS-zone_14-01,zone_14,2025-12-12T00:00:00Z,3.42,0.013,32.24,99.83,0.0,safe
SNS-zone_15-01,zone_15,2025-12-12T00:00:00Z,4.18,0.018,37.66,110.34,0.0,safe
SNS-zone_16-01,zone_16,2025-12-12T00:00:00Z,3.35,0.02,38.61,103.95,0.0,safe
SNS-zone_01-01,zone_01,2025-12-13T00:00:00Z,3.37,0.015,33.11,99.08,0.0,safe
SNS-zone_02-01,zone_02,2025-12-13T00:00:00Z,5.29,0.018,35.55,101.88,0.0,safe
SNS-zone_03-01,zone_03,2025-12-13T00:00:00Z,6.85,0.025,42.59,125.37,0.0,safe
SNS-zone_04-01,zone_04,2025-12-13T00:00:00Z,5.96,0.024,32.5,104.72,0.0,safe
SNS-zone_05-01,zone_05,2025-12-13T00:00:00Z,3.27,0.012,30.27,96.51,0.0,safe
SNS-zone_06-01,zone_06,2025-12-13T00:00:00Z,56.06,0.176,67.78,463.99,0.0,warning
SNS-zone_07-01,zone_07,2025-12-13T00:00:00Z,55.74,0.172,65.45,457.16,0.0,warning
SNS-zone_08-01,zone_08,2025-12-13T00:00:00Z,55.27,0.183,64.44,474.96,0.0,warning
SNS-zone_09-01,zone_09,2025-12-13T00:00:00Z,4.02,0.015,31.72,101.24,0.0,safe
SNS-zone_10-01,zone_10,2025-12-13T00:00:00Z,55.12,0.188,64.79,496.56,0.0,warning
SNS-zone_11-01,zone_11,2025-12-13T00:00:00Z,120.5,0.465,89.17,1029.78,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-13T00:00:00Z,120.5,0.444,89.65,1017.48,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-13T00:00:00Z,5.54,0.031,32.26,103.98,0.0,safe
SNS-zone_14-01,zone_14,2025-12-13T00:00:00Z,4.44,0.014,33.58,106.53,0.0,safe
SNS-zone_15-01,zone_15,2025-12-13T00:00:00Z,2.95,0.02,34.29,96.18,0.0,safe
SNS-zone_16-01,zone_16,2025-12-13T00:00:00Z,4.88,0.013,40.18,112.99,0.0,safe
SNS-zone_01-01,zone_01,2025-12-14T00:00:00Z,3.04,0.018,33.08,106.55,0.0,safe
SNS-zone_02-01,zone_02,2025-12-14T00:00:00Z,4.23,0.021,34.36,99.7,0.0,safe
SNS-zone_03-01,zone_03,2025-12-14T00:00:00Z,6.0,0.024,43.39,117.34,0.0,safe
SNS-zone_04-01,zone_04,2025-12-14T00:00:00Z,6.77,0.023,34.27,109.89,0.0,safe
SNS-zone_05-01,zone_05,2025-12-14T00:00:00Z,4.7,0.014,30.63,94.97,0.0,safe
SNS-zone_06-01,zone_06,2025-12-14T00:00:00Z,55.24,0.183,65.96,456.76,0.0,warning
SNS-zone_07-01,zone_07,2025-12-14T00:00:00Z,54.24,0.172,60.36,440.94,0.0,warning
SNS-zone_08-01,zone_08,2025-12-14T00:00:00Z,54.01,0.179,66.9,483.96,0.0,warning
SNS-zone_09-01,zone_09,2025-12-14T00:00:00Z,5.31,0.016,32.94,103.29,0.0,safe
SNS-zone_10-01,zone_10,2025-12-14T00:00:00Z,55.6,0.194,64.31,501.62,0.0,warning
SNS-zone_11-01,zone_11,2025-12-14T00:00:00Z,120.5,0.444,90.83,1011.14,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-14T00:00:00Z,120.5,0.445,88.24,998.25,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-14T00:00:00Z,4.32,0.018,29.79,103.87,0.0,safe
SNS-zone_14-01,zone_14,2025-12-14T00:00:00Z,5.36,0.017,35.01,108.01,0.0,safe
SNS-zone_15-01,zone_15,2025-12-14T00:00:00Z,4.48,0.02,36.28,99.71,0.0,safe
SNS-zone_16-01,zone_16,2025-12-14T00:00:00Z,3.88,0.023,38.09,106.79,0.0,safe
SNS-zone_01-01,zone_01,2025-12-15T00:00:00Z,4.17,0.019,32.91,100.76,0.0,safe
SNS-zone_02-01,zone_02,2025-12-15T00:00:00Z,3.99,0.019,33.83,103.97,0.0,safe
SNS-zone_03-01,zone_03,2025-12-15T00:00:00Z,5.19,0.023,43.78,119.06,0.0,safe
SNS-zone_04-01,zone_04,2025-12-15T00:00:00Z,6.56,0.025,32.29,112.23,0.0,safe
SNS-zone_05-01,zone_05,2025-12-15T00:00:00Z,3.51,0.018,32.36,103.57,0.0,safe
SNS-zone_06-01,zone_06,2025-12-15T00:00:00Z,54.92,0.18,66.31,447.05,0.0,warning
SNS-zone_07-01,zone_07,2025-12-15T00:00:00Z,52.91,0.182,61.84,439.04,0.0,warning
SNS-zone_08-01,zone_08,2025-12-15T00:00:00Z,54.13,0.185,63.83,486.47,0.0,warning
SNS-zone_09-01,zone_09,2025-12-15T00:00:00Z,2.22,0.019,32.11,97.0,0.0,safe
SNS-zone_10-01,zone_10,2025-12-15T00:00:00Z,56.09,0.196,66.49,504.09,0.0,warning
SNS-zone_11-01,zone_11,2025-12-15T00:00:00Z,120.5,0.46,91.75,1025.87,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-15T00:00:00Z,120.5,0.465,94.4,1041.37,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-15T00:00:00Z,2.71,0.016,28.62,101.23,0.0,safe
SNS-zone_14-01,zone_14,2025-12-15T00:00:00Z,3.96,0.019,33.03,101.93,0.0,safe
SNS-zone_15-01,zone_15,2025-12-15T00:00:00Z,4.32,0.015,34.42,105.16,0.0,safe
SNS-zone_16-01,zone_16,2025-12-15T00:00:00Z,4.04,0.018,39.41,109.0,0.0,safe
SNS-zone_01-01,zone_01,2025-12-16T00:00:00Z,4.61,0.018,34.48,101.87,0.0,safe
SNS-zone_02-01,zone_02,2025-12-16T00:00:00Z,3.91,0.018,33.87,101.3,0.0,safe
SNS-zone_03-01,zone_03,2025-12-16T00:00:00Z,5.22,0.031,41.21,121.98,0.0,safe
SNS-zone_04-01,zone_04,2025-12-16T00:00:00Z,6.33,0.021,33.93,117.96,0.0,safe
SNS-zone_05-01,zone_05,2025-12-16T00:00:00Z,4.35,0.02,30.27,95.2,0.0,safe
SNS-zone_06-01,zone_06,2025-12-16T00:00:00Z,53.02,0.169,70.44,440.38,0.0,warning
SNS-zone_07-01,zone_07,2025-12-16T00:00:00Z,56.42,0.19,65.24,447.96,0.0,warning
SNS-zone_08-01,zone_08,2025-12-16T00:00:00Z,53.43,0.181,65.38,479.77,0.0,warning
SNS-zone_09-01,zone_09,2025-12-16T00:00:00Z,3.85,0.016,34.2,103.49,0.0,safe
SNS-zone_10-01,zone_10,2025-12-16T00:00:00Z,56.61,0.176,66.52,485.61,0.0,warning
SNS-zone_11-01,zone_11,2025-12-16T00:00:00Z,120.5,0.476,93.49,1014.39,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-16T00:00:00Z,120.5,0.462,89.59,1010.84,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-16T00:00:00Z,3.11,0.015,30.05,99.31,0.0,safe
SNS-zone_14-01,zone_14,2025-12-16T00:00:00Z,3.93,0.017,33.76,102.63,0.0,safe
SNS-zone_15-01,zone_15,2025-12-16T00:00:00Z,5.87,0.021,36.82,112.93,0.0,safe
SNS-zone_16-01,zone_16,2025-12-16T00:00:00Z,4.9,0.02,39.46,109.84,0.0,safe
SNS-zone_01-01,zone_01,2025-12-17T00:00:00Z,2.16,0.023,33.42,90.88,0.0,safe
SNS-zone_02-01,zone_02,2025-12-17T00:00:00Z,5.28,0.02,34.08,107.41,0.0,safe
SNS-zone_03-01,zone_03,2025-12-17T00:00:00Z,5.28,0.022,41.51,111.81,0.0,safe
SNS-zone_04-01,zone_04,2025-12-17T00:00:00Z,5.13,0.022,34.09,105.27,0.0,safe
SNS-zone_05-01,zone_05,2025-12-17T00:00:00Z,2.94,0.017,30.0,96.42,0.0,safe
SNS-zone_06-01,zone_06,2025-12-17T00:00:00Z,54.39,0.176,69.62,455.05,0.0,warning
SNS-zone_07-01,zone_07,2025-12-17T00:00:00Z,55.05,0.189,64.99,448.15,0.0,warning
SNS-zone_08-01,zone_08,2025-12-17T00:00:00Z,53.81,0.193,64.81,490.26,0.0,warning
SNS-zone_09-01,zone_09,2025-12-17T00:00:00Z,2.78,0.017,31.76,95.83,0.0,safe
SNS-zone_10-01,zone_10,2025-12-17T00:00:00Z,55.1,0.192,65.78,484.08,0.0,warning
SNS-zone_11-01,zone_11,2025-12-17T00:00:00Z,120.5,0.453,93.31,1022.47,0.0,evacuation
SNS-zone_12-01,zone_12,2025-12-17T00:00:00Z,120.5,0.439,89.82,1026.37,0.0,evacuation
SNS-zone_13-01,zone_13,2025-12-17T00:00:00Z,4.24,0.019,29.68,93.57,0.0,safe
SNS-zone_14-01,zone_14,2025-12-17T00:00:00Z,3.54,0.025,33.02,107.49,0.0,safe
SNS-zone_15-01,zone_15,2025-12-17T00:00:00Z,3.83,0.02,35.27,99.96,0.0,safe
SNS-zone_16-01,zone_16,2025-12-17T00:00:00Z,5.04,0.028,39.32,105.91,0.0,safe
SNS-zone_01-01,zone_01,2025-12-18T00:00:00Z,3.8,0.02,35.72,105.72,0.0,safe
SNS-zone_02-01,zone_02,2025-12-18T00:00:00Z,3.73,0.021,35.23,107.41,0.0,safe
SNS-zone_03-01,zone_03,2025-12-18T00:00:00Z,6.38,0.02,42.6,122.06,0.0,safe
SNS-zone_04-01,zone_04,2025-12-18T00:00:00Z,5.8,0.02,35.25,110.84,0.0,safe
SNS-zone_05-01,zone_05,2025-12-18T00:00:00Z,3.03,0.022,30.27,101.94,0.0,safe
SNS-zone_06-01,zone_06,2025-12-18T00:00:00Z,52.73,0.171,68.7,452.11,0.0,warning
SNS-zone_07-01,zone_07,2025-12-18T00:00:00Z,52.99,0.175,65.43,445.77,0.0,warning
SNS-zone_08-01,zone_08,2025-12-18T00:00:00Z,54.27,0.205,62.21,476.49,0.0,warning
SNS-zone_09-01,zone_09,2025-12-18T00:00:00Z,3.5,0.018,32.55,99.54,0.0,safe
SNS-zone_10-01,zone_10,2025-12-18T00:00:00Z,54.2,0.171,62.15,476.57,0.0,warning
SNS-zone_11-01,zone_11,2025-12-18T00:00:00Z,120.5,0.463,86.42,1005.29,0.0,evacuation
