sensor_id,zone_id,timestamp,displacement_mm_day,vibration,pore_pressure,strain,rainfall_mm,risk_level
SNS-zone_07-01,zone_07,2025-10-17T00:00:00Z,56.21,0.135,71.75,413.76,0.0,warning
SNS-zone_08-01,zone_08,2025-10-17T00:00:00Z,57.11,0.118,67.81,435.24,0.0,warning
SNS-zone_09-01,zone_09,2025-10-17T00:00:00Z,0.94,0.014,32.27,86.88,0.0,safe
SNS-zone_10-01,zone_10,2025-10-17T00:00:00Z,61.18,0.151,69.12,446.75,0.0,warning
SNS-zone_11-01,zone_11,2025-10-17T00:00:00Z,140.7,0.437,102.27,1023.68,0.0,evacuation
SNS-zone_12-01,zone_12,2025-10-17T00:00:00Z,132.1,0.419,91.41,980.38,0.0,evacuation
SNS-zone_13-01,zone_13,2025-10-17T00:00:00Z,5.21,0.016,44.3,98.96,0.0,safe
SNS-zone_14-01,zone_14,2025-10-17T00:00:00Z,14.59,0.019,36.71,117.68,0.0,safe
SNS-zone_15-01,zone_15,2025-10-17T00:00:00Z,9.13,0.013,40.84,111.15,0.0,safe
SNS-zone_16-01,zone_16,2025-10-17T00:00:00Z,15.39,0.019,30.7,116.35,0.0,safe
SNS-zone_01-01,zone_01,2025-10-18T00:00:00Z,9.61,0.021,40.08,121.93,0.0,safe
SNS-zone_02-01,zone_02,2025-10-18T00:00:00Z,19.79,0.028,29.86,129.98,0.0,safe
SNS-zone_03-01,zone_03,2025-10-18T00:00:00Z,12.19,0.022,34.33,101.39,0.0,safe
SNS-zone_04-01,zone_04,2025-10-18T00:00:00Z,17.28,0.022,38.72,125.85,0.0,safe
SNS-zone_05-01,zone_05,2025-10-18T00:00:00Z,17.49,0.029,43.05,124.92,0.0,safe
SNS-zone_06-01,zone_06,2025-10-18T00:00:00Z,68.16,0.155,65.24,445.38,0.0,warning
SNS-zone_07-01,zone_07,2025-10-18T00:00:00Z,56.64,0.125,69.64,419.86,0.0,warning
SNS-zone_08-01,zone_08,2025-10-18T00:00:00Z,60.41,0.144,72.72,454.22,0.0,warning
SNS-zone_09-01,zone_09,2025-10-18T00:00:00Z,4.99,0.019,31.48,93.5,0.0,safe
SNS-zone_10-01,zone_10,2025-10-18T00:00:00Z,57.77,0.156,67.71,432.99,0.0,warning
SNS-zone_11-01,zone_11,2025-10-18T00:00:00Z,133.33,0.417,104.94,1001.27,0.0,evacuation
SNS-zone_12-01,zone_12,2025-10-18T00:00:00Z,131.79,0.404,92.39,952.68,0.0,evacuation
SNS-zone_13-01,zone_13,2025-10-18T00:00:00Z,4.74,0.01,43.44,113.2,0.0,safe
SNS-zone_14-01,zone_14,2025-10-18T00:00:00Z,12.37,0.02,36.76,119.01,0.0,safe
SNS-zone_15-01,zone_15,2025-10-18T00:00:00Z,5.17,0.015,37.08,100.25,0.0,safe
SNS-zone_16-01,zone_16,2025-10-18T00:00:00Z,12.55,0.024,30.07,111.33,0.0,safe
SNS-zone_01-01,zone_01,2025-10-19T00:00:00Z,10.53,0.023,37.29,107.15,0.1,safe
SNS-zone_02-01,zone_02,2025-10-19T00:00:00Z,17.01,0.025,28.29,122.19,0.1,safe
SNS-zone_03-01,zone_03,2025-10-19T00:00:00Z,11.2,0.022,32.0,106.18,0.1,safe
SNS-zone_04-01,zone_04,2025-10-19T00:00:00Z,19.04,0.024,38.61,132.24,0.1,safe
SNS-zone_05-01,zone_05,2025-10-19T00:00:00Z,11.62,0.024,41.21,119.23,0.1,safe
SNS-zone_06-01,zone_06,2025-10-19T00:00:00Z,69.16,0.145,61.93,451.02,0.1,warning
SNS-zone_07-01,zone_07,2025-10-19T00:00:00Z,59.06,0.153,67.83,443.61,0.1,warning
SNS-zone_08-01,zone_08,2025-10-19T00:00:00Z,59.87,0.152,66.35,444.08,0.1,warning
SNS-zone_09-01,zone_09,2025-10-19T00:00:00Z,4.41,0.021,31.61,92.65,0.1,safe
SNS-zone_10-01,zone_10,2025-10-19T00:00:00Z,60.17,0.142,68.83,446.19,0.1,warning
SNS-zone_11-01,zone_11,2025-10-19T00:00:00Z,131.95,0.397,101.88,983.05,0.1,evacuation
SNS-zone_12-01,zone_12,2025-10-19T00:00:00Z,131.09,0.401,87.79,939.48,0.1,evacuation
SNS-zone_13-01,zone_13,2025-10-19T00:00:00Z,3.78,0.01,40.01,101.87,0.1,safe
SNS-zone_14-01,zone_14,2025-10-19T00:00:00Z,14.98,0.03,36.36,121.85,0.1,safe
SNS-zone_15-01,zone_15,2025-10-19T00:00:00Z,6.74,0.013,38.97,113.85,0.1,safe
SNS-zone_16-01,zone_16,2025-10-19T00:00:00Z,10.74,0.026,32.68,107.42,0.1,safe
SNS-zone_01-01,zone_01,2025-10-20T00:00:00Z,9.97,0.023,38.67,113.13,0.9,safe
SNS-zone_02-01,zone_02,2025-10-20T00:00:00Z,17.11,0.028,29.56,121.41,0.9,safe
SNS-zone_03-01,zone_03,2025-10-20T00:00:00Z,11.89,0.023,33.08,114.44,0.9,safe
SNS-zone_04-01,zone_04,2025-10-20T00:00:00Z,20.09,0.037,38.42,135.09,0.9,safe
SNS-zone_05-01,zone_05,2025-10-20T00:00:00Z,15.62,0.018,40.37,116.39,0.9,safe
SNS-zone_06-01,zone_06,2025-10-20T00:00:00Z,73.85,0.173,62.22,471.36,0.9,warning
SNS-zone_07-01,zone_07,2025-10-20T00:00:00Z,53.77,0.14,67.04,421.68,0.9,warning
SNS-zone_08-01,zone_08,2025-10-20T00:00:00Z,58.91,0.137,68.7,429.98,0.9,warning
SNS-zone_09-01,zone_09,2025-10-20T00:00:00Z,3.75,0.018,27.18,92.77,0.9,safe
SNS-zone_10-01,zone_10,2025-10-20T00:00:00Z,56.79,0.136,65.85,423.62,0.9,warning
SNS-zone_11-01,zone_11,2025-10-20T00:00:00Z,129.29,0.393,100.09,957.83,0.9,evacuation
SNS-zone_12-01,zone_12,2025-10-20T00:00:00Z,134.86,0.426,86.74,974.9,0.9,evacuation
SNS-zone_13-01,zone_13,2025-10-20T00:00:00Z,6.24,0.017,41.41,107.45,0.9,safe
SNS-zone_14-01,zone_14,2025-10-20T00:00:00Z,11.49,0.027,38.08,118.31,0.9,safe
SNS-zone_15-01,zone_15,2025-10-20T00:00:00Z,7.24,0.021,40.22,105.84,0.9,safe
SNS-zone_16-01,zone_16,2025-10-20T00:00:00Z,13.47,0.025,32.83,124.2,0.9,safe
SNS-zone_01-01,zone_01,2025-10-21T00:00:00Z,9.37,0.016,37.94,106.16,0.0,safe
SNS-zone_02-01,zone_02,2025-10-21T00:00:00Z,17.19,0.022,30.28,116.14,0.0,safe
SNS-zone_03-01,zone_03,2025-10-21T00:00:00Z,10.6,0.023,33.78,103.56,0.0,safe
SNS-zone_04-01,zone_04,2025-10-21T00:00:00Z,20.06,0.031,40.16,127.35,0.0,safe
SNS-zone_05-01,zone_05,2025-10-21T00:00:00Z,13.74,0.026,40.96,117.6,0.0,safe
SNS-zone_06-01,zone_06,2025-10-21T00:00:00Z,69.65,0.164,61.93,462.97,0.0,warning
SNS-zone_07-01,zone_07,2025-10-21T00:00:00Z,51.2,0.13,68.59,405.59,0.0,warning
SNS-zone_08-01,zone_08,2025-10-21T00:00:00Z,55.43,0.129,71.18,420.6,0.0,warning
SNS-zone_09-01,zone_09,2025-10-21T00:00:00Z,3.93,0.011,30.13,84.36,0.0,safe
SNS-zone_10-01,zone_10,2025-10-21T00:00:00Z,57.04,0.156,68.36,422.16,0.0,warning
SNS-zone_11-01,zone_11,2025-10-21T00:00:00Z,130.98,0.406,96.49,966.0,0.0,evacuation
SNS-zone_12-01,zone_12,2025-10-21T00:00:00Z,133.7,0.394,83.56,948.14,0.0,evacuation
SNS-zone_13-01,zone_13,2025-10-21T00:00:00Z,4.02,0.017,43.31,100.25,0.0,safe
SNS-zone_14-01,zone_14,2025-10-21T00:00:00Z,14.21,0.022,38.12,124.21,0.0,safe
SNS-zone_15-01,zone_15,2025-10-21T00:00:00Z,6.73,0.018,40.58,109.38,0.0,safe
SNS-zone_16-01,zone_16,2025-10-21T00:00:00Z,12.91,0.018,32.23,106.72,0.0,safe
SNS-zone_01-01,zone_01,2025-10-22T00:00:00Z,10.25,0.023,41.29,107.54,0.0,safe
SNS-zone_02-01,zone_02,2025-10-22T00:00:00Z,17.15,0.032,32.35,126.16,0.0,safe
SNS-zone_03-01,zone_03,2025-10-22T00:00:00Z,11.13,0.022,35.78,106.62,0.0,safe
SNS-zone_04-01,zone_04,2025-10-22T00:00:00Z,17.41,0.03,38.46,127.6,0.0,safe
SNS-zone_05-01,zone_05,2025-10-22T00:00:00Z,14.85,0.026,41.2,123.25,0.0,safe
SNS-zone_06-01,zone_06,2025-10-22T00:00:00Z,66.45,0.158,59.95,442.0,0.0,warning
SNS-zone_07-01,zone_07,2025-10-22T00:00:00Z,57.81,0.144,68.23,431.71,0.0,warning
SNS-zone_08-01,zone_08,2025-10-22T00:00:00Z,58.58,0.141,66.43,439.67,0.0,warning
SNS-zone_09-01,zone_09,2025-10-22T00:00:00Z,3.5,0.01,31.17,89.39,0.0,safe
SNS-zone_10-01,zone_10,2025-10-22T00:00:00Z,58.26,0.133,64.9,431.09,0.0,warning
SNS-zone_11-01,zone_11,2025-10-22T00:00:00Z,130.86,0.412,100.23,989.86,0.0,evacuation
SNS-zone_12-01,zone_12,2025-10-22T00:00:00Z,135.46,0.433,84.78,961.51,0.0,evacuation
SNS-zone_13-01,zone_13,2025-10-22T00:00:00Z,1.31,0.015,40.58,91.3,0.0,safe
SNS-zone_14-01,zone_14,2025-10-22T00:00:00Z,12.11,0.026,35.03,103.36,0.0,safe
SNS-zone_15-01,zone_15,2025-10-22T00:00:00Z,7.28,0.015,38.59,101.17,0.0,safe
SNS-zone_16-01,zone_16,2025-10-22T00:00:00Z,12.44,0.017,31.0,99.53,0.0,safe
SNS-zone_01-01,zone_01,2025-10-23T00:00:00Z,11.01,0.018,41.55,108.17,0.0,safe
SNS-zone_02-01,zone_02,2025-10-23T00:00:00Z,16.9,0.025,31.48,120.67,0.0,safe
SNS-zone_03-01,zone_03,2025-10-23T00:00:00Z,10.22,0.012,32.13,106.87,0.0,safe
SNS-zone_04-01,zone_04,2025-10-23T00:00:00Z,16.83,0.023,38.95,129.69,0.0,safe
SNS-zone_05-01,zone_05,2025-10-23T00:00:00Z,16.53,0.034,39.83,122.13,0.0,safe
SNS-zone_06-01,zone_06,2025-10-23T00:00:00Z,69.05,0.167,59.62,454.36,0.0,warning
SNS-zone_07-01,zone_07,2025-10-23T00:00:00Z,57.32,0.141,67.08,430.2,0.0,warning
SNS-zone_08-01,zone_08,2025-10-23T00:00:00Z,60.14,0.14,66.11,447.81,0.0,warning
SNS-zone_09-01,zone_09,2025-10-23T00:00:00Z,3.51,0.01,30.17,87.41,0.0,safe
SNS-zone_10-01,zone_10,2025-10-23T00:00:00Z,59.17,0.138,67.54,445.96,0.0,warning
SNS-zone_11-01,zone_11,2025-10-23T00:00:00Z,143.45,0.451,98.3,1024.74,0.0,evacuation
SNS-zone_12-01,zone_12,2025-10-23T00:00:00Z,141.81,0.438,86.53,1008.24,0.0,evacuation
SNS-zone_13-01,zone_13,2025-10-23T00:00:00Z,5.71,0.016,42.35,94.83,0.0,safe
SNS-zone_14-01,zone_14,2025-10-23T00:00:00Z,14.51,0.028,35.5,111.27,0.0,safe
SNS-zone_15-01,zone_15,2025-10-23T00:00:00Z,8.23,0.012,37.69,105.32,0.0,safe
SNS-zone_16-01,zone_16,2025-10-23T00:00:00Z,13.79,0.022,30.23,110.48,0.0,safe
SNS-zone_01-01,zone_01,2025-10-24T00:00:00Z,8.25,0.021,40.39,110.75,0.0,safe
SNS-zone_02-01,zone_02,2025-10-24T00:00:00Z,17.96,0.031,29.1,112.71,0.0,safe
SNS-zone_03-01,zone_03,2025-10-24T00:00:00Z,8.8,0.013,32.19,100.05,0.0,safe
SNS-zone_04-01,zone_04,2025-10-24T00:00:00Z,17.62,0.029,38.46,126.14,0.0,safe
SNS-zone_05-01,zone_05,2025-10-24T00:00:00Z,11.29,0.021,40.25,121.92,0.0,safe
SNS-zone_06-01,zone_06,2025-10-24T00:00:00Z,68.31,0.156,62.24,441.73,0.0,warning
SNS-zone_07-01,zone_07,2025-10-24T00:00:00Z,55.58,0.14,66.1,425.42,0.0,warning
SNS-zone_08-01,zone_08,2025-10-24T00:00:00Z,59.18,0.139,67.73,446.72,0.0,warning
SNS-zone_09-01,zone_09,2025-10-24T00:00:00Z,4.23,0.022,27.1,79.78,0.0,safe
SNS-zone_10-01,zone_10,2025-10-24T00:00:00Z,57.44,0.129,65.18,427.68,0.0,warning
SNS-zone_11-01,zone_11,2025-10-24T00:00:00Z,146.66,0.453,99.43,1036.18,0.0,evacuation
SNS-zone_12-01,zone_12,2025-10-24T00:00:00Z,148.23,0.451,82.25,1015.87,0.0,evacuation
SNS-zone_13-01,zone_13,2025-10-24T00:00:00Z,2.31,0.012,42.71,102.1,0.0,safe
SNS-zone_14-01,zone_14,2025-10-24T00:00:00Z,10.59,0.024,35.08,116.52,0.0,safe
SNS-zone_15-01,zone_15,2025-10-24T00:00:00Z,2.0,0.012,37.36,89.29,0.0,safe
SNS-zone_16-01,zone_16,2025-10-24T00:00:00Z,12.68,0.022,29.3,113.78,0.0,safe
SNS-zone_01-01,zone_01,2025-10-25T00:00:00Z,12.2,0.017,40.45,101.09,15.1,safe
SNS-zone_02-01,zone_02,2025-10-25T00:00:00Z,19.19,0.027,31.7,125.33,15.1,safe
SNS-zone_03-01,zone_03,2025-10-25T00:00:00Z,12.25,0.018,35.95,111.94,15.1,safe
SNS-zone_04-01,zone_04,2025-10-25T00:00:00Z,22.41,0.028,39.83,130.03,15.1,safe
SNS-zone_05-01,zone_05,2025-10-25T00:00:00Z,17.03,0.023,44.39,133.55,15.1,safe
SNS-zone_06-01,zone_06,2025-10-25T00:00:00Z,66.37,0.157,65.16,461.66,15.1,warning
SNS-zone_07-01,zone_07,2025-10-25T00:00:00Z,63.3,0.145,74.16,455.78,15.1,warning
SNS-zone_08-01,zone_08,2025-10-25T00:00:00Z,62.32,0.149,70.85,453.0,15.1,warning
SNS-zone_09-01,zone_09,2025-10-25T00:00:00Z,5.06,0.013,29.05,90.27,15.1,safe
SNS-zone_10-01,zone_10,2025-10-25T00:00:00Z,58.49,0.125,71.51,439.61,15.1,warning
SNS-zone_11-01,zone_11,2025-10-25T00:00:00Z,147.42,0.449,112.9,1057.79,15.1,evacuation
SNS-zone_12-01,zone_12,2025-10-25T00:00:00Z,152.83,0.472,93.8,1056.99,15.1,evacuation
SNS-zone_13-01,zone_13,2025-10-25T00:00:00Z,2.76,0.011,47.98,110.91,15.1,safe
SNS-zone_14-01,zone_14,2025-10-25T00:00:00Z,13.65,0.023,39.14,121.36,15.1,safe
SNS-zone_15-01,zone_15,2025-10-25T00:00:00Z,11.33,0.023,41.21,119.0,15.1,safe
SNS-zone_16-01,zone_16,2025-10-25T00:00:00Z,11.8,0.02,31.34,110.25,15.1,safe
SNS-zone_01-01,zone_01,2025-10-26T00:00:00Z,10.03,0.013,40.91,121.13,1.3,safe
SNS-zone_02-01,zone_02,2025-10-26T00:00:00Z,17.99,0.021,32.68,126.62,1.3,safe
SNS-zone_03-01,zone_03,2025-10-26T00:00:00Z,14.01,0.02,36.49,114.9,1.3,safe
SNS-zone_04-01,zone_04,2025-10-26T00:00:00Z,20.18,0.028,41.14,135.05,1.3,safe
SNS-zone_05-01,zone_05,2025-10-26T00:00:00Z,14.96,0.015,44.12,130.46,1.3,safe
SNS-zone_06-01,zone_06,2025-10-26T00:00:00Z,74.0,0.173,65.09,466.77,1.3,warning
SNS-zone_07-01,zone_07,2025-10-26T00:00:00Z,55.93,0.141,74.16,424.35,1.3,warning
SNS-zone_08-01,zone_08,2025-10-26T00:00:00Z,62.86,0.144,71.63,453.34,1.3,warning
SNS-zone_09-01,zone_09,2025-10-26T00:00:00Z,4.55,0.013,29.87,84.94,1.3,safe
SNS-zone_10-01,zone_10,2025-10-26T00:00:00Z,63.48,0.143,67.14,440.67,1.3,warning
SNS-zone_11-01,zone_11,2025-10-26T00:00:00Z,151.17,0.441,110.05,1069.0,1.3,evacuation
SNS-zone_12-01,zone_12,2025-10-26T00:00:00Z,150.93,0.451,93.17,1053.04,1.3,evacuation
SNS-zone_13-01,zone_13,2025-10-26T00:00:00Z,5.02,0.019,42.04,104.46,1.3,safe
SNS-zone_14-01,zone_14,2025-10-26T00:00:00Z,12.84,0.032,37.51,125.56,1.3,safe
SNS-zone_15-01,zone_15,2025-10-26T00:00:00Z,7.6,0.014,38.99,103.28,1.3,safe
SNS-zone_16-01,zone_16,2025-10-26T00:00:00Z,12.63,0.02,32.7,113.0,1.3,safe
SNS-zone_01-01,zone_01,2025-10-27T00:00:00Z,11.67,0.015,40.3,123.17,0.8,safe
SNS-zone_02-01,zone_02,2025-10-27T00:00:00Z,21.41,0.027,31.84,123.93,0.8,safe
SNS-zone_03-01,zone_03,2025-10-27T00:00:00Z,10.61,0.023,35.55,108.2,0.8,safe
SNS-zone_04-01,zone_04,2025-10-27T00:00:00Z,18.76,0.031,40.78,139.02,0.8,safe
SNS-zone_05-01,zone_05,2025-10-27T00:00:00Z,13.73,0.025,43.04,131.52,0.8,safe
SNS-zone_06-01,zone_06,2025-10-27T00:00:00Z,69.72,0.175,63.47,451.55,0.8,warning
SNS-zone_07-01,zone_07,2025-10-27T00:00:00Z,55.58,0.133,72.51,426.83,0.8,warning
SNS-zone_08-01,zone_08,2025-10-27T00:00:00Z,56.58,0.137,72.06,437.59,0.8,warning
SNS-zone_09-01,zone_09,2025-10-27T00:00:00Z,5.82,0.017,33.19,101.9,0.8,safe
SNS-zone_10-01,zone_10,2025-10-27T00:00:00Z,61.58,0.146,71.86,452.84,0.8,warning
SNS-zone_11-01,zone_11,2025-10-27T00:00:00Z,144.73,0.426,106.54,1022.16,0.8,evacuation
SNS-zone_12-01,zone_12,2025-10-27T00:00:00Z,149.23,0.456,89.28,1009.8,0.8,evacuation
SNS-zone_13-01,zone_13,2025-10-27T00:00:00Z,7.7,0.022,45.71,107.82,0.8,safe
SNS-zone_14-01,zone_14,2025-10-27T00:00:00Z,14.02,0.02,39.88,119.03,0.8,safe
SNS-zone_15-01,zone_15,2025-10-27T00:00:00Z,5.22,0.018,39.55,94.65,0.8,safe
SNS-zone_16-01,zone_16,2025-10-27T00:00:00Z,12.12,0.02,32.19,113.46,0.8,safe
SNS-zone_01-01,zone_01,2025-10-28T00:00:00Z,11.08,0.022,41.85,111.31,0.5,safe
SNS-zone_02-01,zone_02,2025-10-28T00:00:00Z,18.57,0.029,32.01,124.63,0.5,safe
SNS-zone_03-01,zone_03,2025-10-28T00:00:00Z,12.76,0.02,32.41,110.85,0.5,safe
SNS-zone_04-01,zone_04,2025-10-28T00:00:00Z,17.46,0.025,40.94,128.96,0.5,safe
SNS-zone_05-01,zone_05,2025-10-28T00:00:00Z,15.17,0.03,42.35,120.73,0.5,safe
SNS-zone_06-01,zone_06,2025-10-28T00:00:00Z,71.54,0.174,62.28,446.28,0.5,warning
SNS-zone_07-01,zone_07,2025-10-28T00:00:00Z,60.42,0.146,69.76,445.52,0.5,warning
SNS-zone_08-01,zone_08,2025-10-28T00:00:00Z,59.49,0.151,70.54,438.59,0.5,warning
SNS-zone_09-01,zone_09,2025-10-28T00:00:00Z,1.22,0.016,31.84,82.99,0.5,safe
SNS-zone_10-01,zone_10,2025-10-28T00:00:00Z,58.6,0.142,73.53,453.64,0.5,warning
SNS-zone_11-01,zone_11,2025-10-28T00:00:00Z,150.66,0.461,104.93,1061.49,0.5,evacuation
SNS-zone_12-01,zone_12,2025-10-28T00:00:00Z,150.23,0.47,90.14,1029.45,0.5,evacuation
SNS-zone_13-01,zone_13,2025-10-28T00:00:00Z,4.35,0.011,43.79,102.3,0.5,safe
SNS-zone_14-01,zone_14,2025-10-28T00:00:00Z,12.32,0.029,36.68,124.55,0.5,safe
SNS-zone_15-01,zone_15,2025-10-28T00:00:00Z,6.95,0.021,39.91,105.18,0.5,safe
SNS-zone_16-01,zone_16,2025-10-28T00:00:00Z,11.46,0.026,32.78,116.67,0.5,safe
SNS-zone_01-01,zone_01,2025-10-29T00:00:00Z,12.21,0.02,42.54,119.76,12.1,safe
SNS-zone_02-01,zone_02,2025-10-29T00:00:00Z,20.94,0.028,33.58,131.71,12.1,safe
SNS-zone_03-01,zone_03,2025-10-29T00:00:00Z,12.55,0.027,35.9,104.85,12.1,safe
SNS-zone_04-01,zone_04,2025-10-29T00:00:00Z,20.43,0.031,40.66,132.91,12.1,safe
SNS-zone_05-01,zone_05,2025-10-29T00:00:00Z,16.29,0.023,46.63,140.43,12.1,safe
SNS-zone_06-01,zone_06,2025-10-29T00:00:00Z,71.99,0.168,68.39,468.66,12.1,warning
SNS-zone_07-01,zone_07,2025-10-29T00:00:00Z,57.83,0.146,74.39,450.0,12.1,warning
SNS-zone_08-01,zone_08,2025-10-29T00:00:00Z,61.14,0.15,75.59,455.57,12.1,warning
SNS-zone_09-01,zone_09,2025-10-29T00:00:00Z,9.47,0.017,31.53,109.77,12.1,safe
SNS-zone_10-01,zone_10,2025-10-29T00:00:00Z,64.57,0.144,70.07,454.39,12.1,warning
SNS-zone_11-01,zone_11,2025-10-29T00:00:00Z,146.51,0.446,116.12,1069.67,12.1,evacuation
SNS-zone_12-01,zone_12,2025-10-29T00:00:00Z,154.14,0.455,97.78,1087.5,12.1,evacuation
SNS-zone_13-01,zone_13,2025-10-29T00:00:00Z,5.4,0.017,44.99,101.73,12.1,safe
SNS-zone_14-01,zone_14,2025-10-29T00:00:00Z,12.45,0.02,40.66,122.52,12.1,safe
SNS-zone_15-01,zone_15,2025-10-29T00:00:00Z,9.59,0.016,42.24,109.12,12.1,safe
SNS-zone_16-01,zone_16,2025-10-29T00:00:00Z,12.76,0.016,31.59,112.06,12.1,safe
SNS-zone_01-01,zone_01,2025-10-30T00:00:00Z,19.49,0.023,47.3,148.12,30.1,safe
SNS-zone_02-01,zone_02,2025-10-30T00:00:00Z,24.68,0.029,37.37,141.01,30.1,safe
SNS-zone_03-01,zone_03,2025-10-30T00:00:00Z,18.05,0.022,39.49,133.95,30.1,safe
SNS-zone_04-01,zone_04,2025-10-30T00:00:00Z,25.02,0.034,45.77,146.34,30.1,safe
SNS-zone_05-01,zone_05,2025-10-30T00:00:00Z,19.09,0.026,49.01,143.18,30.1,safe
SNS-zone_06-01,zone_06,2025-10-30T00:00:00Z,72.46,0.158,79.92,493.04,30.1,warning
SNS-zone_07-01,zone_07,2025-10-30T00:00:00Z,71.26,0.161,86.56,491.49,30.1,warning
SNS-zone_08-01,zone_08,2025-10-30T00:00:00Z,66.37,0.16,82.17,471.49,30.1,warning
SNS-zone_09-01,zone_09,2025-10-30T00:00:00Z,8.99,0.013,36.11,102.73,30.1,safe
SNS-zone_10-01,zone_10,2025-10-30T00:00:00Z,71.82,0.145,82.77,491.48,30.1,warning
SNS-zone_11-01,zone_11,2025-10-30T00:00:00Z,161.66,0.492,138.34,1152.01,30.1,evacuation
SNS-zone_12-01,zone_12,2025-10-30T00:00:00Z,171.36,0.519,120.29,1170.73,30.1,evacuation
SNS-zone_13-01,zone_13,2025-10-30T00:00:00Z,9.26,0.017,49.99,127.21,30.1,safe
SNS-zone_14-01,zone_14,2025-10-30T00:00:00Z,16.27,0.022,42.97,124.56,30.1,safe
SNS-zone_15-01,zone_15,2025-10-30T00:00:00Z,14.44,0.026,48.34,137.25,30.1,safe
SNS-zone_16-01,zone_16,2025-10-30T00:00:00Z,16.48,0.027,38.53,123.87,30.1,safe
SNS-zone_01-01,zone_01,2025-10-31T00:00:00Z,15.17,0.026,49.37,131.99,6.7,safe
SNS-zone_02-01,zone_02,2025-10-31T00:00:00Z,21.46,0.033,37.62,123.97,6.7,safe
SNS-zone_03-01,zone_03,2025-10-31T00:00:00Z,16.63,0.017,39.76,130.57,6.7,safe
SNS-zone_04-01,zone_04,2025-10-31T00:00:00Z,21.4,0.025,47.62,148.96,6.7,safe
SNS-zone_05-01,zone_05,2025-10-31T00:00:00Z,19.24,0.03,50.18,137.53,6.7,safe
SNS-zone_06-01,zone_06,2025-10-31T00:00:00Z,75.87,0.171,75.07,486.6,6.7,warning
SNS-zone_07-01,zone_07,2025-10-31T00:00:00Z,66.99,0.158,87.69,478.83,6.7,warning
SNS-zone_08-01,zone_08,2025-10-31T00:00:00Z,65.33,0.161,81.66,484.82,6.7,warning
SNS-zone_09-01,zone_09,2025-10-31T00:00:00Z,8.05,0.02,36.89,107.62,6.7,safe
SNS-zone_10-01,zone_10,2025-10-31T00:00:00Z,70.01,0.169,85.48,476.5,6.7,warning
SNS-zone_11-01,zone_11,2025-10-31T00:00:00Z,164.81,0.483,139.29,1169.94,6.7,evacuation
SNS-zone_12-01,zone_12,2025-10-31T00:00:00Z,162.35,0.506,120.02,1112.95,6.7,evacuation
SNS-zone_13-01,zone_13,2025-10-31T00:00:00Z,10.31,0.02,48.55,120.57,6.7,safe
SNS-zone_14-01,zone_14,2025-10-31T00:00:00Z,14.95,0.023,44.83,127.54,6.7,safe
SNS-zone_15-01,zone_15,2025-10-31T00:00:00Z,13.49,0.013,47.67,131.33,6.7,safe
SNS-zone_16-01,zone_16,2025-10-31T00:00:00Z,12.34,0.025,37.5,119.55,6.7,safe
SNS-zone_01-01,zone_01,2025-11-01T00:00:00Z,15.46,0.022,45.6,128.58,0.0,safe
SNS-zone_02-01,zone_02,2025-11-01T00:00:00Z,20.7,0.03,34.46,131.66,0.0,safe
SNS-zone_03-01,zone_03,2025-11-01T00:00:00Z,14.61,0.025,37.98,122.28,0.0,safe
SNS-zone_04-01,zone_04,2025-11-01T00:00:00Z,21.47,0.028,46.77,141.01,0.0,safe
SNS-zone_05-01,zone_05,2025-11-01T00:00:00Z,17.99,0.022,48.76,144.1,0.0,safe
SNS-zone_06-01,zone_06,2025-11-01T00:00:00Z,77.44,0.178,70.12,473.63,0.0,warning
SNS-zone_07-01,zone_07,2025-11-01T00:00:00Z,67.9,0.152,82.06,491.77,0.0,warning
SNS-zone_08-01,zone_08,2025-11-01T00:00:00Z,66.1,0.158,78.28,467.79,0.0,warning
SNS-zone_09-01,zone_09,2025-11-01T00:00:00Z,11.39,0.023,32.96,110.59,0.0,safe
SNS-zone_10-01,zone_10,2025-11-01T00:00:00Z,71.59,0.164,79.94,487.86,0.0,warning
SNS-zone_11-01,zone_11,2025-11-01T00:00:00Z,162.39,0.488,123.43,1127.94,0.0,evacuation
SNS-zone_12-01,zone_12,2025-11-01T00:00:00Z,157.19,0.473,106.54,1104.39,0.0,evacuation
SNS-zone_13-01,zone_13,2025-11-01T00:00:00Z,8.38,0.013,44.54,103.83,0.0,safe
SNS-zone_14-01,zone_14,2025-11-01T00:00:00Z,17.36,0.022,41.04,124.32,0.0,safe
SNS-zone_15-01,zone_15,2025-11-01T00:00:00Z,11.0,0.016,44.43,109.71,0.0,safe
SNS-zone_16-01,zone_16,2025-11-01T00:00:00Z,11.8,0.013,39.81,119.52,0.0,safe
SNS-zone_01-01,zone_01,2025-11-02T00:00:00Z,16.27,0.022,43.3,130.87,0.0,safe
SNS-zone_02-01,zone_02,2025-11-02T00:00:00Z,19.52,0.027,34.98,130.49,0.0,safe
SNS-zone_03-01,zone_03,2025-11-02T00:00:00Z,13.2,0.019,36.36,114.85,0.0,safe
SNS-zone_04-01,zone_04,2025-11-02T00:00:00Z,19.9,0.027,44.65,134.69,0.0,safe
SNS-zone_05-01,zone_05,2025-11-02T00:00:00Z,15.11,0.021,46.8,124.48,0.0,safe
SNS-zone_06-01,zone_06,2025-11-02T00:00:00Z,70.61,0.15,69.16,469.22,0.0,warning
